-10.0,0.544021111287633
-9.5,0.0751511238392539
-9.0,-0.4121184867651937
-8.5,-0.7984871119354272
-8.0,-0.9893582414190489
-7.5,-0.9379999791242596
-7.0,-0.6569865976568725
-6.5,-0.2151199885675314
-6.0,0.2794155007376044
-5.5,0.7055403244038958
-5.0,0.9589242751983102
-4.5,0.9775301226619375
-4.0,0.756802493050198
-3.5,0.3507832287104923
-3.0,-0.1411200085217625
-2.5,-0.5984721478151354
-2.0,-0.9092974251522171
-1.5,-0.9974949873610759
-1.0,-0.8414709903001261
-0.5,-0.4794255361185845
0.0,0.0
0.5,0.4794255386164159
1.0,0.841470984648068
1.5,0.9974949869361672
2.0,0.9092974264614476
2.5,0.5984721443986256
3.0,0.14112000785871492
3.5,-0.35078322756594865
4.0,-0.7568024926569087
4.5,-0.9775301190056066
5.0,-0.9589242739994107
5.5,-0.705540325894005
6.0,-0.27941550221018424
6.5,0.21511998808489935
7.0,0.6569865987166761
7.5,0.937999976789177
8.0,0.9893582465961235
8.5,0.7984871126535996
9.0,0.41211848666886663
9.5,-0.07515112133033713
